init,seed,n,n_clusters,d,n_cats,ll,pi,mu,alpha,run_time,delta_alpha,delta_mu,delta_pi
random,7,250,5,5,2,-783.03406397666,"[[0.66529492 0.76406036 0.84636488 0.95610425 0.76406036]
 [0.89026063 0.81344307 0.70919067 0.33470508 0.74211248]
 [0.18655693 0.33196159 0.25788752 0.66803841 0.70919067]
 [0.0877915  0.40877915 0.89026063 0.54183813 0.33470508]
 [0.95610425 0.30178326 0.0877915  0.04389575 0.95610425]]","[[2 1 2 1 2]
 [2 2 2 1 2]
 [1 1 2 2 1]
 [1 2 1 2 1]
 [1 1 2 2 1]]",[0.0979545  0.0788704  0.35471978 0.16673415 0.30172116],0.13147306442260742,0.13790782657664846,0.2,0.1873871356231422
random,8,250,5,5,2,-778.4917785385794,"[[0.40877915 0.89026063 0.33196159 0.25788752 0.54183813]
 [0.81344307 0.40877915 0.59122085 0.04389575 0.70919067]
 [0.04389575 0.33196159 0.51989026 0.69821674 0.95610425]
 [0.62414266 0.81344307 0.54183813 0.48010974 0.04389575]
 [0.76406036 0.33196159 0.04389575 0.33196159 0.54183813]]","[[2 1 1 2 2]
 [1 1 2 1 2]
 [1 2 2 1 2]
 [2 1 2 1 2]
 [2 2 2 2 2]]",[0.23113881 0.16858502 0.20244201 0.28424256 0.11359161],0.07804203033447266,0.0724181292950688,0.1,0.13726513747535257
random,9,250,5,5,2,-774.5470073633746,"[[0.89026063 0.95610425 0.76406036 0.2085048  0.2085048 ]
 [0.40877915 0.25788752 0.74211248 0.54183813 0.59122085]
 [0.33470508 0.66803841 0.25788752 0.76406036 0.25788752]
 [0.10973937 0.15363512 0.51989026 0.04389575 0.9122085 ]
 [0.95610425 0.69821674 0.66803841 0.81344307 0.0877915 ]]","[[1 1 1 2 1]
 [1 1 1 2 2]
 [1 1 2 1 1]
 [2 2 2 2 2]
 [2 1 1 1 1]]",[0.23361417 0.08057058 0.14108613 0.2464082  0.29832093],0.07587194442749023,0.041964869189083945,0.2,0.10574234252582237
kmeans,0,250,5,5,2,-818.0223508902004,"[[0.45816187 0.23593964 0.18655693 0.95610425 0.29080933]
 [0.56927298 0.74211248 0.6351166  0.6351166  0.43072702]
 [0.54183813 0.95610425 0.15363512 0.40877915 0.95610425]
 [0.95610425 0.25788752 0.95610425 0.33196159 0.95610425]
 [0.2085048  0.48010974 0.3648834  0.95610425 0.51989026]]","[[2 1 1 2 1]
 [1 1 1 1 2]
 [1 2 1 1 2]
 [2 2 2 2 2]
 [1 2 2 1 1]]",[0.25115866 0.19900895 0.1504408  0.2374982  0.1618934 ],0.20524382591247559,0.07748267007695223,0.4,0.19759970208350244
kmeans,1,250,5,5,2,-787.5621762913597,"[[0.66803841 0.33470508 0.18655693 0.48010974 0.6351166 ]
 [0.37585734 0.40877915 0.56927298 0.95610425 0.59122085]
 [0.29080933 0.04389575 0.95610425 0.56927298 0.95610425]
 [0.66803841 0.95610425 0.9122085  0.95610425 0.95610425]
 [0.0877915  0.95610425 0.59122085 0.95610425 0.84636488]]","[[1 1 1 1 2]
 [2 2 1 1 2]
 [1 1 2 1 1]
 [2 1 1 2 2]
 [2 2 1 2 2]]",[0.15918025 0.29484352 0.27756733 0.06684252 0.20156638],0.06782007217407227,0.13300972817633666,0.4,0.27651477084769166
kmeans,2,250,5,5,2,-798.3963957621061,"[[0.0877915  0.04389575 0.95610425 0.43072702 0.69821674]
 [0.95610425 0.74211248 0.0877915  0.23593964 0.95610425]
 [0.40877915 0.3648834  0.81344307 0.30178326 0.66529492]
 [0.95610425 0.33196159 0.95610425 0.40877915 0.95610425]
 [0.15363512 0.37585734 0.95610425 0.33470508 0.33470508]]","[[1 2 2 2 2]
 [2 2 2 1 1]
 [1 2 2 1 1]
 [1 2 2 2 1]
 [2 2 1 2 2]]",[0.48053081 0.18423185 0.14003052 0.04403029 0.15117653],0.12008500099182129,0.22127848217860907,0.3,0.2518667636704686
kmeans,3,250,5,5,2,-738.4271122813241,"[[0.95610425 0.74211248 0.29080933 0.95610425 0.66529492]
 [0.95610425 0.9122085  0.3648834  0.95610425 0.59122085]
 [0.40877915 0.04389575 0.95610425 0.95610425 0.62414266]
 [0.95610425 0.40877915 0.30178326 0.95610425 0.85733882]
 [0.54183813 0.2085048  0.95610425 0.76406036 0.66803841]]","[[2 2 1 2 1]
 [2 2 2 1 1]
 [1 2 2 2 1]
 [1 2 2 1 1]
 [1 1 1 2 1]]",[0.12531019 0.13529519 0.44683817 0.17374739 0.11880906],0.05774092674255371,0.17549733998581213,0.3,0.1994808552629586
kmeans,4,250,5,5,2,-712.6075187534389,"[[0.81344307 0.81344307 0.9122085  0.81344307 0.9122085 ]
 [0.18655693 0.18655693 0.51989026 0.48010974 0.95610425]
 [0.48010974 0.95610425 0.15363512 0.23593964 0.40877915]
 [0.81344307 0.81344307 0.62414266 0.95610425 0.48010974]
 [0.56927298 0.95610425 0.10973937 0.95610425 0.40877915]]","[[2 2 2 1 1]
 [1 1 1 2 1]
 [1 2 1 1 2]
 [1 1 2 2 2]
 [1 1 2 1 2]]",[0.39716835 0.08817413 0.12829306 0.25798589 0.12837856],0.08631277084350586,0.08961865769061697,0.5,0.2126854642644465
kmeans,5,250,5,5,2,-799.5051726221201,"[[0.2085048  0.95610425 0.54183813 0.95610425 0.33470508]
 [0.95610425 0.40877915 0.81344307 0.18655693 0.45816187]
 [0.54183813 0.74211248 0.56927298 0.74211248 0.04389575]
 [0.95610425 0.3648834  0.48010974 0.95610425 0.33196159]
 [0.62414266 0.95610425 0.7914952  0.95610425 0.62414266]]","[[2 1 1 2 2]
 [1 2 1 2 2]
 [1 1 2 1 2]
 [2 2 1 1 1]
 [2 2 1 2 1]]",[0.20383431 0.20709598 0.34430732 0.06958101 0.17518139],0.14098095893859863,0.13699121924981328,0.4,0.2514206804204487
kmeans,6,250,5,5,2,-774.284827871845,"[[0.95610425 0.89026063 0.04389575 0.66803841 0.95610425]
 [0.04389575 0.54183813 0.95610425 0.18655693 0.95610425]
 [0.84636488 0.95610425 0.95610425 0.33470508 0.04389575]
 [0.95610425 0.95610425 0.95610425 0.10973937 0.95610425]
 [0.04389575 0.95610425 0.3648834  0.7914952  0.6351166 ]]","[[1 2 2 1 1]
 [1 2 2 1 2]
 [2 2 1 1 1]
 [2 2 2 1 1]
 [1 1 2 1 1]]",[0.26135135 0.22563928 0.1677873  0.1232553  0.22196676],0.1137998104095459,0.06543370382859692,0.3,0.33167028910786434
kmeans,7,250,5,5,2,-782.4276794820148,"[[0.04389575 0.04389575 0.89026063 0.81344307 0.25788752]
 [0.74211248 0.10973937 0.04389575 0.10973937 0.95610425]
 [0.33196159 0.95610425 0.95610425 0.95610425 0.74211248]
 [0.62414266 0.95610425 0.85733882 0.95610425 0.69821674]
 [0.66803841 0.95610425 0.56927298 0.04389575 0.45816187]]","[[2 1 1 2 1]
 [1 1 1 2 1]
 [1 1 2 2 1]
 [2 1 2 1 2]
 [2 2 2 1 2]]",[0.17168411 0.47093974 0.12646012 0.10069102 0.13022501],0.16227483749389648,0.17913889280555012,0.4,0.23187163229620786
kmeans,8,250,5,5,2,-779.8095490938135,"[[0.14266118 0.54183813 0.0877915  0.95610425 0.95610425]
 [0.95610425 0.76406036 0.37585734 0.95610425 0.33196159]
 [0.54183813 0.6351166  0.2085048  0.95610425 0.95610425]
 [0.95610425 0.95610425 0.33196159 0.95610425 0.51989026]
 [0.23593964 0.95610425 0.51989026 0.76406036 0.81344307]]","[[2 1 2 2 2]
 [2 1 2 1 2]
 [2 1 2 2 1]
 [1 1 2 1 2]
 [1 2 2 1 2]]",[0.29315825 0.29948275 0.09339199 0.13046138 0.18350564],0.057553768157958984,0.15274283092175803,0.4,0.29333080249164123
kmeans,9,250,5,5,2,-771.694458276137,"[[0.25788752 0.29080933 0.29080933 0.2085048  0.66529492]
 [0.18655693 0.81344307 0.37585734 0.95610425 0.54183813]
 [0.40877915 0.69821674 0.33470508 0.54183813 0.95610425]
 [0.95610425 0.9122085  0.89026063 0.95610425 0.95610425]
 [0.45816187 0.89026063 0.74211248 0.95610425 0.2085048 ]]","[[2 2 2 1 2]
 [1 1 2 1 1]
 [1 1 1 2 2]
 [1 1 1 2 1]
 [2 1 1 1 1]]",[0.27803513 0.10026059 0.19670095 0.09823902 0.32676431],0.47368907928466797,0.06975657189559366,0.4,0.2871046776281409
random,0,250,5,5,3,-1187.0805530695109,"[[0.48010974 0.76406036 0.95610425 0.6351166  0.33470508]
 [0.81344307 0.18655693 0.6351166  0.23593964 0.95610425]
 [0.51989026 0.51989026 0.04389575 0.89026063 0.40877915]
 [0.18655693 0.33196159 0.9122085  0.33470508 0.54183813]
 [0.9122085  0.76406036 0.10973937 0.14266118 0.66803841]]","[[1 2 1 2 2]
 [3 1 3 1 1]
 [1 3 3 3 3]
 [1 3 2 2 2]
 [1 2 3 3 2]]",[0.08211567 0.37625377 0.35457218 0.08890107 0.09815731],0.14469313621520996,0.02854939355373588,0.2,0.06296111233467012
random,1,250,5,5,3,-1168.9494094246188,"[[0.89026063 0.45816187 0.45816187 0.95610425 0.70919067]
 [0.56927298 0.95610425 0.23593964 0.54183813 0.9122085 ]
 [0.70919067 0.89026063 0.23593964 0.04389575 0.66803841]
 [0.30178326 0.89026063 0.3648834  0.18655693 0.40877915]
 [0.66803841 0.59122085 0.10973937 0.30178326 0.54183813]]","[[2 1 1 2 2]
 [1 1 2 1 2]
 [1 3 2 3 1]
 [3 2 3 1 1]
 [3 1 2 2 3]]",[0.38040567 0.14287002 0.26889477 0.12789731 0.07993223],0.10672783851623535,0.017350024536470676,0.06666666666666667,0.07383704632902463
random,2,250,5,5,3,-1268.1859482502125,"[[0.23593964 0.30178326 0.04389575 0.18655693 0.40877915]
 [0.54183813 0.15363512 0.81344307 0.54183813 0.54183813]
 [0.48010974 0.48010974 0.84636488 0.70919067 0.66803841]
 [0.59122085 0.95610425 0.10973937 0.10973937 0.43072702]
 [0.74211248 0.14266118 0.95610425 0.33470508 0.18655693]]","[[1 2 1 3 3]
 [1 3 2 2 3]
 [1 1 1 2 3]
 [1 3 3 3 2]
 [3 1 2 1 1]]",[0.27698379 0.18071155 0.18225461 0.13120445 0.2288456 ],0.11449599266052246,0.03552779866350549,0.0,0.06388215414645157
random,3,250,5,5,3,-1237.8812607563864,"[[0.62414266 0.10973937 0.54183813 0.48010974 0.51989026]
 [0.18655693 0.54183813 0.45816187 0.25788752 0.59122085]
 [0.76406036 0.18655693 0.56927298 0.29080933 0.7914952 ]
 [0.95610425 0.52400549 0.89026063 0.74211248 0.37585734]
 [0.15363512 0.89026063 0.59122085 0.18655693 0.48010974]]","[[3 2 2 1 1]
 [1 2 2 3 2]
 [2 3 2 3 1]
 [1 1 2 3 1]
 [3 2 3 3 3]]",[0.18876185 0.32209262 0.15134344 0.19492601 0.14287609],1.0326628684997559,0.0498425065027712,0.06666666666666667,0.049472786200296194
random,4,250,5,5,3,-1216.8213243996283,"[[0.23593964 0.54183813 0.29080933 0.95610425 0.43072702]
 [0.95610425 0.6351166  0.81344307 0.14266118 0.23593964]
 [0.18655693 0.14266118 0.81344307 0.0877915  0.66803841]
 [0.89026063 0.54183813 0.0877915  0.14266118 0.54183813]
 [0.54183813 0.51989026 0.40877915 0.66803841 0.76406036]]","[[2 3 3 2 1]
 [1 3 2 2 3]
 [2 1 2 1 1]
 [3 1 3 2 3]
 [1 1 2 2 2]]",[0.1698862  0.29803356 0.1741229  0.150686   0.20727133],0.1770617961883545,0.041218713050919266,0.13333333333333333,0.04753408617936047
random,5,250,5,5,3,-1085.3550990812685,"[[0.7914952  0.2085048  0.29080933 0.9122085  0.14266118]
 [0.04389575 0.85733882 0.89026063 0.7914952  0.95610425]
 [0.62414266 0.04389575 0.95610425 0.59122085 0.9122085 ]
 [0.89026063 0.66803841 0.54183813 0.37585734 0.6351166 ]
 [0.95610425 0.81344307 0.48010974 0.9122085  0.10973937]]","[[3 2 3 3 1]
 [3 1 1 3 1]
 [3 1 1 2 2]
 [1 1 2 2 3]
 [1 3 1 3 3]]",[0.12887973 0.31055476 0.21185399 0.31217213 0.0365394 ],0.11568880081176758,0.031496831028220276,0.06666666666666667,0.06469446305340228
random,6,250,5,5,3,-1153.009892187199,"[[0.89026063 0.33196159 0.66803841 0.89026063 0.43072702]
 [0.76406036 0.15363512 0.48010974 0.6351166  0.59122085]
 [0.51989026 0.10973937 0.10973937 0.2085048  0.81344307]
 [0.45816187 0.6351166  0.89026063 0.6351166  0.48010974]
 [0.76406036 0.9122085  0.89026063 0.3648834  0.81344307]]","[[3 2 1 3 2]
 [3 1 3 2 2]
 [2 2 3 2 1]
 [3 1 2 1 3]
 [1 1 3 2 2]]",[0.16165076 0.17308598 0.17266685 0.15524922 0.33734719],1.0300889015197754,0.030229463716294768,0.0,0.03309150568264819
random,7,250,5,5,3,-1214.4977604040946,"[[0.95610425 0.54183813 0.9122085  0.25788752 0.62414266]
 [0.95610425 0.33196159 0.18655693 0.59122085 0.43072702]
 [0.04389575 0.40877915 0.51989026 0.95610425 0.15363512]
 [0.23593964 0.30178326 0.95610425 0.04389575 0.2085048 ]
 [0.0877915  0.51989026 0.29080933 0.59122085 0.84636488]]","[[1 2 3 2 2]
 [3 1 1 3 3]
 [2 1 3 1 1]
 [1 1 3 1 1]
 [3 2 2 1 2]]",[0.08567555 0.11789784 0.42708572 0.26591475 0.10342614],0.2610170841217041,0.03824166605138455,0.2,0.05110790268102675
random,8,250,5,5,3,-1247.7033217292833,"[[0.10973937 0.95610425 0.25788752 0.04389575 0.2085048 ]
 [0.95610425 0.04389575 0.43072702 0.2085048  0.04389575]
 [0.9122085  0.30178326 0.48010974 0.95610425 0.66529492]
 [0.45816187 0.37585734 0.69821674 0.95610425 0.33196159]
 [0.54183813 0.40877915 0.81344307 0.70919067 0.15363512]]","[[2 2 2 2 3]
 [1 1 1 2 3]
 [1 2 2 1 2]
 [2 2 2 3 3]
 [3 3 2 1 2]]",[0.16677356 0.31211436 0.09458141 0.14757928 0.27895138],0.2106308937072754,0.0390130357662294,0.06666666666666667,0.07049001721089401
random,9,250,5,5,3,-1226.362779644314,"[[0.66529492 0.04389575 0.23593964 0.89026063 0.9122085 ]
 [0.95610425 0.59122085 0.25788752 0.43072702 0.6351166 ]
 [0.52400549 0.89026063 0.10973937 0.48010974 0.04389575]
 [0.66803841 0.3648834  0.89026063 0.95610425 0.76406036]
 [0.48010974 0.74211248 0.0877915  0.54183813 0.25788752]]","[[3 2 3 2 3]
 [1 3 2 2 3]
 [1 1 3 2 3]
 [2 1 2 1 1]
 [1 3 2 3 1]]",[0.08104071 0.27776391 0.22964841 0.07324279 0.33830418],0.16553902626037598,0.04082945510691151,0.13333333333333333,0.05270896051748926
kmeans,0,250,5,5,3,-1186.6333836924719,"[[0.85733882 0.43072702 0.48010974 0.81344307 0.10973937]
 [0.04389575 0.54183813 0.59122085 0.66803841 0.29080933]
 [0.74211248 0.81344307 0.37585734 0.25788752 0.74211248]
 [0.74211248 0.33196159 0.3648834  0.66803841 0.89026063]
 [0.81344307 0.18655693 0.59122085 0.23593964 0.95610425]]","[[1 3 3 3 3]
 [3 3 2 3 2]
 [1 2 1 2 2]
 [1 3 1 3 3]
 [3 1 3 1 1]]",[0.15551964 0.17826523 0.14821314 0.13776523 0.38023677],1.0257000923156738,0.1773998147723718,0.4666666666666667,0.13800434191940775
kmeans,1,250,5,5,3,-1175.637314438038,"[[0.48010974 0.95610425 0.25788752 0.48010974 0.81344307]
 [0.70919067 0.9122085  0.51989026 0.23593964 0.81344307]
 [0.3648834  0.48010974 0.25788752 0.0877915  0.15363512]
 [0.76406036 0.81344307 0.25788752 0.18655693 0.45816187]
 [0.89026063 0.48010974 0.45816187 0.95610425 0.66803841]]","[[1 1 2 1 2]
 [1 3 2 3 1]
 [3 2 3 1 1]
 [1 3 1 1 1]
 [2 1 1 2 2]]",[0.15550128 0.13485535 0.20781888 0.12036646 0.38145802],0.17751812934875488,0.1353287064384478,0.4,0.12160206455686487
kmeans,2,250,5,5,3,-1270.1370227473762,"[[0.81344307 0.04389575 0.84636488 0.25788752 0.0877915 ]
 [0.51989026 0.54183813 0.76406036 0.74211248 0.70919067]
 [0.2085048  0.9122085  0.74211248 0.89026063 0.9122085 ]
 [0.59122085 0.51989026 0.18655693 0.14266118 0.81344307]
 [0.6351166  0.37585734 0.25788752 0.0877915  0.23593964]]","[[3 1 2 1 1]
 [1 1 1 2 3]
 [1 1 2 2 1]
 [2 2 2 2 3]
 [1 3 2 3 3]]",[0.2444044  0.18698666 0.03328786 0.11470438 0.42061671],0.4355950355529785,0.07789627063847117,0.4666666666666667,0.10913734021817231
kmeans,3,250,5,5,3,-1240.0177599472859,"[[0.14266118 0.48010974 0.23593964 0.51989026 0.62414266]
 [0.70919067 0.69821674 0.89026063 0.84636488 0.54183813]
 [0.10973937 0.9122085  0.59122085 0.04389575 0.29080933]
 [0.33470508 0.23593964 0.56927298 0.25788752 0.6351166 ]
 [0.59122085 0.43072702 0.9122085  0.10973937 0.15363512]]","[[2 2 2 3 2]
 [1 1 2 3 1]
 [3 2 3 3 3]
 [3 3 2 1 1]
 [1 2 2 3 2]]",[0.2121251  0.17460053 0.16459544 0.28352057 0.16515836],0.30626583099365234,0.06077194976953794,0.4,0.17898245414991282
kmeans,4,250,5,5,3,-1214.4404415949612,"[[0.37585734 0.56927298 0.51989026 0.95610425 0.29080933]
 [0.43072702 0.33470508 0.69821674 0.37585734 0.74211248]
 [0.59122085 0.56927298 0.2085048  0.18655693 0.25788752]
 [0.95610425 0.66529492 0.84636488 0.10973937 0.59122085]
 [0.74211248 0.43072702 0.45816187 0.70919067 0.9122085 ]]","[[2 3 3 2 1]
 [1 3 2 2 1]
 [3 1 2 2 3]
 [1 3 2 1 3]
 [1 1 2 2 2]]",[0.11762787 0.26341827 0.25490924 0.18985189 0.17419273],0.24345707893371582,0.08730670454774922,0.26666666666666666,0.13090107032895293
kmeans,5,250,5,5,3,-1088.3124230827473,"[[0.66803841 0.04389575 0.95610425 0.6351166  0.9122085 ]
 [0.89026063 0.6351166  0.51989026 0.3648834  0.66803841]
 [0.81344307 0.52400549 0.66803841 0.45816187 0.74211248]
 [0.69821674 0.18655693 0.29080933 0.9122085  0.18655693]
 [0.18655693 0.89026063 0.95610425 0.85733882 0.89026063]]","[[3 1 1 2 2]
 [1 1 2 2 3]
 [1 1 1 3 1]
 [3 2 3 3 1]
 [3 1 1 3 1]]",[0.20220855 0.30616943 0.1005742  0.13933823 0.25170958],0.10601067543029785,0.13161200524555244,0.5333333333333333,0.15521790760991352
kmeans,6,250,5,5,3,-1167.1911512623246,"[[0.6351166  0.9122085  0.89026063 0.51989026 0.84636488]
 [0.9122085  0.33470508 0.62414266 0.7914952  0.54183813]
 [0.66529492 0.95610425 0.95610425 0.89026063 0.81344307]
 [0.23593964 0.10973937 0.23593964 0.33470508 0.33196159]
 [0.43072702 0.70919067 0.89026063 0.6351166  0.43072702]]","[[1 1 3 2 2]
 [3 2 1 3 2]
 [1 1 3 3 2]
 [3 2 3 2 1]
 [3 1 2 1 3]]",[0.30732246 0.16094407 0.04280818 0.3405217  0.14840359],1.0374767780303955,0.15378595836357975,0.4,0.14039762971869524
kmeans,7,250,5,5,3,-1229.0978399071562,"[[0.40877915 0.40877915 0.9122085  0.15363512 0.0877915 ]
 [0.25788752 0.59122085 0.23593964 0.95610425 0.23593964]
 [0.95610425 0.33196159 0.2085048  0.59122085 0.3648834 ]
 [0.0877915  0.30178326 0.45816187 0.84636488 0.2085048 ]
 [0.23593964 0.18655693 0.76406036 0.33470508 0.15363512]]","[[1 1 3 1 1]
 [1 1 1 1 1]
 [3 1 1 3 3]
 [3 1 3 1 2]
 [1 2 3 1 1]]",[0.2584167  0.07351628 0.1143627  0.34616563 0.2075387 ],0.166672945022583,0.11374078397248381,0.4666666666666667,0.14790069556276153
kmeans,8,250,5,5,3,-1247.048927969505,"[[0.56927298 0.3648834  0.85733882 0.69821674 0.15363512]
 [0.95610425 0.40877915 0.6351166  0.51989026 0.54183813]
 [0.29080933 0.6351166  0.48010974 0.48010974 0.25788752]
 [0.9122085  0.43072702 0.33196159 0.45816187 0.66803841]
 [0.95610425 0.14266118 0.54183813 0.48010974 0.25788752]]","[[3 3 2 1 2]
 [1 1 1 1 3]
 [2 2 2 3 3]
 [1 2 2 1 2]
 [1 3 1 2 1]]",[0.27666761 0.09736657 0.30971315 0.16933191 0.14692075],0.15715289115905762,0.13956705003386616,0.4666666666666667,0.1381182601817761
kmeans,9,250,5,5,3,-1227.9532603440284,"[[0.54183813 0.70919067 0.04389575 0.76406036 0.29080933]
 [0.66529492 0.18655693 0.0877915  0.62414266 0.48010974]
 [0.70919067 0.43072702 0.85733882 0.81344307 0.76406036]
 [0.9122085  0.62414266 0.25788752 0.40877915 0.48010974]
 [0.54183813 0.89026063 0.15363512 0.54183813 0.18655693]]","[[1 3 3 3 1]
 [3 3 2 2 3]
 [2 1 2 1 1]
 [1 3 2 2 3]
 [1 1 3 2 3]]",[0.24553731 0.11821863 0.08216206 0.33727272 0.21680927],0.19266915321350098,0.17921834095725397,0.4,0.13975608857802319
random,0,50,3,3,2,-88.4251990757223,"[[0.66529492 0.69821674 0.18655693]
 [0.25788752 0.04389575 0.9122085 ]
 [0.85733882 0.95610425 0.04389575]]","[[1 2 2]
 [2 2 2]
 [2 2 2]]",[0.29066992 0.35776264 0.35156744],0.025341033935546875,0.11503181851283506,0.16666666666666666,0.1697871091612043
random,1,50,3,3,2,-84.08232013088089,"[[0.2085048  0.23593964 0.59122085]
 [0.66803841 0.95610425 0.76406036]
 [0.76406036 0.43072702 0.81344307]]","[[1 2 1]
 [1 2 2]
 [2 2 2]]",[0.21676259 0.47166465 0.31157277],0.028295040130615234,0.15541058508279473,0.16666666666666666,0.10925847471232425
random,2,50,3,3,2,-80.51841523327464,"[[0.25788752 0.04389575 0.95610425]
 [0.04389575 0.62414266 0.95610425]
 [0.95610425 0.76406036 0.2085048 ]]","[[1 1 2]
 [1 1 2]
 [1 2 1]]",[0.35986819 0.42419097 0.21594084],0.009518146514892578,0.03384769701359233,0.16666666666666666,0.1451107419648141
random,3,50,3,3,2,-99.12469539213306,"[[0.0877915  0.59122085 0.59122085]
 [0.66529492 0.14266118 0.81344307]
 [0.89026063 0.76406036 0.14266118]]","[[1 1 2]
 [2 2 1]
 [1 2 2]]",[0.28074295 0.37206849 0.34718856],0.03371000289916992,0.11451944974004873,0.16666666666666666,0.2519279268993903
random,4,50,3,3,2,-101.36399212778123,"[[0.56927298 0.33196159 0.18655693]
 [0.37585734 0.89026063 0.25788752]
 [0.33196159 0.51989026 0.48010974]]","[[1 2 2]
 [2 2 1]
 [2 1 1]]",[0.34254597 0.30078322 0.35667081],0.009431838989257812,0.06163574689915127,0.16666666666666666,0.11294142804777725
random,5,50,3,3,2,-97.19787810798813,"[[0.37585734 0.59122085 0.89026063]
 [0.95610425 0.95610425 0.76406036]
 [0.2085048  0.9122085  0.37585734]]","[[1 1 2]
 [2 1 1]
 [1 2 1]]",[0.46993366 0.17366882 0.35639752],0.014081954956054688,0.15879581539238374,0.16666666666666666,0.19940943979526451
random,6,50,3,3,2,-90.94020744663302,"[[0.95610425 0.33470508 0.81344307]
 [0.0877915  0.66803841 0.89026063]
 [0.9122085  0.2085048  0.25788752]]","[[1 1 2]
 [1 1 2]
 [2 1 1]]",[0.19392643 0.36028815 0.44578542],0.024669885635375977,0.0714607934542072,0.16666666666666666,0.10478751070747572
random,7,50,3,3,2,-99.5095752033874,"[[0.54183813 0.54183813 0.45816187]
 [0.37585734 0.48010974 0.48010974]
 [0.40877915 0.25788752 0.76406036]]","[[2 1 2]
 [2 2 1]
 [1 1 2]]",[0.36601322 0.32916706 0.30481972],0.034175872802734375,0.023712747768669957,0.3333333333333333,0.13585306766724425
random,8,50,3,3,2,-90.91326398525003,"[[0.54183813 0.95610425 0.89026063]
 [0.54183813 0.74211248 0.6351166 ]
 [0.0877915  0.84636488 0.48010974]]","[[1 2 1]
 [2 1 2]
 [1 2 1]]",[0.18116539 0.65163311 0.1672015 ],0.035997867584228516,0.422523355701115,0.3333333333333333,0.10314733176872092
random,9,50,3,3,2,-91.79477719716651,"[[0.59122085 0.95610425 0.04389575]
 [0.6351166  0.04389575 0.76406036]
 [0.9122085  0.37585734 0.45816187]]","[[1 1 2]
 [2 1 1]
 [2 1 2]]",[0.45419879 0.38227644 0.16352478],0.04131793975830078,0.05899460469163581,0.16666666666666666,0.27848363283090155
kmeans,0,50,3,3,2,-88.34193865766063,"[[0.95610425 0.43072702 0.95610425]
 [0.95610425 0.48010974 0.40877915]
 [0.95610425 0.95610425 0.95610425]]","[[2 2 2]
 [1 2 2]
 [2 2 1]]",[0.42597113 0.3943417  0.17968717],0.005569934844970703,0.1394178559058679,0.16666666666666666,0.22931122572045629
kmeans,1,50,3,3,2,-84.47434300095819,"[[0.95610425 0.95610425 0.62414266]
 [0.3648834  0.95610425 0.0877915 ]
 [0.95610425 0.95610425 0.52400549]]","[[2 2 2]
 [2 1 2]
 [1 2 2]]",[0.32121378 0.16714881 0.51163741],0.005393028259277344,0.12292931953051107,0.3333333333333333,0.27795144096664787
kmeans,2,50,3,3,2,-82.0849294577163,"[[0.56927298 0.95610425 0.43072702]
 [0.95610425 0.95610425 0.89026063]
 [0.95610425 0.95610425 0.95610425]]","[[1 2 2]
 [1 1 2]
 [2 1 2]]",[0.4353154  0.32026869 0.24441591],0.00524592399597168,0.09308245604037223,0.16666666666666666,0.25761403001716326
kmeans,3,50,3,3,2,-99.07240982828607,"[[0.95610425 0.95610425 0.25788752]
 [0.0877915  0.52400549 0.95610425]
 [0.45816187 0.10973937 0.95610425]]","[[1 2 2]
 [1 1 2]
 [2 2 1]]",[0.26860763 0.28698069 0.44441168],0.014557838439941406,0.04970403511775981,0.3333333333333333,0.28520719422943713
kmeans,4,50,3,3,2,-101.35121446651682,"[[0.95610425 0.37585734 0.04389575]
 [0.15363512 0.95610425 0.14266118]
 [0.95610425 0.95610425 0.48010974]]","[[1 1 1]
 [2 2 1]
 [2 1 1]]",[0.25553191 0.52539535 0.21907274],0.006958961486816406,0.20579469178412238,0.16666666666666666,0.3090463783903406
kmeans,5,50,3,3,2,-97.0305560687927,"[[0.95610425 0.84636488 0.95610425]
 [0.51989026 0.3648834  0.95610425]
 [0.95610425 0.23593964 0.37585734]]","[[1 2 1]
 [1 1 2]
 [2 1 1]]",[0.17356789 0.4751575  0.35127461],0.1588287353515625,0.356372992465761,0.5,0.27651649279702406
kmeans,6,50,3,3,2,-90.87996015277095,"[[0.95610425 0.33196159 0.04389575]
 [0.9122085  0.95610425 0.95610425]
 [0.95610425 0.95610425 0.76406036]]","[[2 1 2]
 [1 2 2]
 [1 1 2]]",[0.60062782 0.09716198 0.3022102 ],0.017867088317871094,0.3425950543291287,0.3333333333333333,0.21198168504143075
kmeans,7,50,3,3,2,-99.96599006603462,"[[0.95610425 0.95610425 0.10973937]
 [0.95610425 0.66529492 0.18655693]
 [0.30178326 0.95610425 0.43072702]]","[[2 2 1]
 [1 2 2]
 [2 1 2]]",[0.26035164 0.20732228 0.53232608],0.009991884231567383,0.12815184772815716,0.3333333333333333,0.327813830001069
kmeans,8,50,3,3,2,-90.63779224856424,"[[0.43072702 0.85733882 0.70919067]
 [0.95610425 0.66803841 0.56927298]
 [0.95610425 0.95610425 0.95610425]]","[[1 2 1]
 [2 1 2]
 [1 1 2]]",[0.35581049 0.52677614 0.11741337],0.016245126724243164,0.33928537300661654,0.5,0.2286891556747044
