init,seed,n,n_clusters,d,n_cats,ll,pi,mu,alpha,run_time,delta_alpha,delta_mu,delta_pi
kmeans,7,50,5,5,2,-148.10635305549107,"[[0.95610425 0.95610425 0.70919067 0.66529492 0.95610425]
 [0.84636488 0.95610425 0.95610425 0.69821674 0.70919067]
 [0.48010974 0.95610425 0.95610425 0.04389575 0.66803841]
 [0.95610425 0.95610425 0.04389575 0.33196159 0.95610425]
 [0.40877915 0.95610425 0.40877915 0.18655693 0.95610425]]","[[2 2 1 2 1]
 [1 1 1 2 1]
 [1 1 2 1 1]
 [1 2 1 2 1]
 [1 2 1 1 2]]",[0.11887874 0.26244944 0.23927965 0.24196575 0.13742643],0.01778411865234375,0.12905902739586356,0.5,0.2510731558396552
kmeans,8,50,5,5,2,-147.94710805144027,"[[0.95610425 0.43072702 0.95610425 0.95610425 0.95610425]
 [0.95610425 0.95610425 0.95610425 0.95610425 0.29080933]
 [0.66803841 0.43072702 0.95610425 0.95610425 0.95610425]
 [0.40877915 0.66803841 0.30178326 0.95610425 0.51989026]
 [0.04389575 0.04389575 0.95610425 0.95610425 0.95610425]]","[[2 1 2 1 1]
 [2 1 1 1 2]
 [1 2 1 1 2]
 [2 1 2 2 2]
 [1 2 2 1 2]]",[0.14157449 0.11387525 0.16490229 0.33464443 0.24500353],0.059751033782958984,0.10688374924879232,0.3,0.3125351920664011
kmeans,9,50,5,5,2,-153.6362413087443,"[[0.18655693 0.74211248 0.95610425 0.54183813 0.0877915 ]
 [0.43072702 0.81344307 0.95610425 0.74211248 0.95610425]
 [0.70919067 0.66803841 0.66529492 0.95610425 0.95610425]
 [0.33470508 0.66529492 0.95610425 0.95610425 0.54183813]
 [0.04389575 0.9122085  0.95610425 0.6351166  0.95610425]]","[[1 1 2 1 1]
 [2 1 1 1 1]
 [2 1 1 1 2]
 [1 1 1 2 2]
 [2 2 2 2 2]]",[0.24781461 0.23318065 0.13611433 0.23389307 0.14899733],0.07644200325012207,0.09681872048312934,0.4,0.2583885863271434
random,0,50,5,5,3,-236.27286437171028,"[[0.30178326 0.54183813 0.95610425 0.95610425 0.30178326]
 [0.51989026 0.43072702 0.76406036 0.40877915 0.85733882]
 [0.54183813 0.59122085 0.0877915  0.95610425 0.48010974]
 [0.43072702 0.81344307 0.9122085  0.95610425 0.59122085]
 [0.95610425 0.23593964 0.40877915 0.0877915  0.9122085 ]]","[[2 3 1 2 3]
 [3 1 3 1 1]
 [1 3 2 3 3]
 [1 2 2 2 2]
 [1 2 1 3 2]]",[0.11163736 0.25914    0.40244673 0.06574218 0.16103374],0.14072489738464355,0.07204600703535446,0.13333333333333333,0.13718129665191806
random,1,50,5,5,3,-207.25748302003376,"[[0.74211248 0.52400549 0.29080933 0.95610425 0.9122085 ]
 [0.95610425 0.59122085 0.10973937 0.7914952  0.95610425]
 [0.95610425 0.59122085 0.14266118 0.23593964 0.89026063]
 [0.95610425 0.59122085 0.70919067 0.54183813 0.62414266]
 [0.95610425 0.7914952  0.54183813 0.85733882 0.37585734]]","[[2 1 1 2 2]
 [1 1 1 1 2]
 [1 3 3 2 1]
 [3 2 2 3 1]
 [2 1 2 2 3]]",[0.37437478 0.16150876 0.21727617 0.08391764 0.16292265],0.154052734375,0.04791455925172211,0.26666666666666666,0.11439756494797898
random,2,50,5,5,3,-237.8967626344627,"[[0.29080933 0.33196159 0.30178326 0.10973937 0.95610425]
 [0.74211248 0.95610425 0.84636488 0.9122085  0.04389575]
 [0.25788752 0.69821674 0.45816187 0.95610425 0.25788752]
 [0.76406036 0.85733882 0.04389575 0.33196159 0.7914952 ]
 [0.95610425 0.59122085 0.95610425 0.66803841 0.10973937]]","[[1 1 2 2 3]
 [1 2 2 2 3]
 [2 1 1 2 1]
 [1 3 3 3 2]
 [3 2 2 1 1]]",[0.37948665 0.13090315 0.19302951 0.17056733 0.12601336],0.2818901538848877,0.06771240057024741,0.2,0.10102460738429334
random,3,50,5,5,3,-227.94366298798735,"[[0.95610425 0.04389575 0.7914952  0.51989026 0.33196159]
 [0.48010974 0.95610425 0.25788752 0.14266118 0.76406036]
 [0.95610425 0.25788752 0.33470508 0.33470508 0.76406036]
 [0.95610425 0.52400549 0.95610425 0.76406036 0.81344307]
 [0.59122085 0.54183813 0.95610425 0.56927298 0.66803841]]","[[3 1 2 2 1]
 [1 2 2 1 2]
 [2 2 2 3 1]
 [1 1 2 3 1]
 [1 2 3 3 3]]",[0.10559174 0.28162713 0.30800422 0.19478787 0.10998903],0.12498092651367188,0.09626536947997637,0.2,0.09022047819537103
random,4,50,5,5,3,-219.16284192535397,"[[0.25788752 0.66529492 0.18655693 0.95610425 0.6351166 ]
 [0.95610425 0.89026063 0.84636488 0.10973937 0.59122085]
 [0.70919067 0.69821674 0.45816187 0.56927298 0.25788752]
 [0.95610425 0.95610425 0.95610425 0.25788752 0.81344307]
 [0.37585734 0.95610425 0.40877915 0.95610425 0.33470508]]","[[1 3 1 2 1]
 [1 3 2 3 2]
 [2 2 2 1 1]
 [3 1 3 3 3]
 [1 1 2 2 2]]",[0.27622971 0.26385092 0.10075138 0.13980403 0.21936396],0.06711387634277344,0.025268776596326897,0.13333333333333333,0.11105499844949197
random,5,50,5,5,3,-203.12208705074485,"[[0.95610425 0.66803841 0.29080933 0.95610425 0.66803841]
 [0.43072702 0.85733882 0.76406036 0.9122085  0.95610425]
 [0.84636488 0.30178326 0.95610425 0.69821674 0.45816187]
 [0.95610425 0.59122085 0.0877915  0.59122085 0.59122085]
 [0.59122085 0.25788752 0.3648834  0.95610425 0.95610425]]","[[3 2 3 3 2]
 [1 1 1 3 1]
 [3 2 1 2 2]
 [1 1 2 2 3]
 [1 3 1 3 3]]",[0.10705054 0.38123464 0.22891913 0.19819737 0.08459832],0.17999005317687988,0.04750795876011792,0.06666666666666667,0.08472507422990261
random,6,50,5,5,3,-228.81458058172205,"[[0.9122085  0.48010974 0.45816187 0.95610425 0.66529492]
 [0.56927298 0.95610425 0.66529492 0.43072702 0.95610425]
 [0.76406036 0.10973937 0.33470508 0.18655693 0.9122085 ]
 [0.45816187 0.51989026 0.76406036 0.95610425 0.33196159]
 [0.95610425 0.81344307 0.66529492 0.04389575 0.51989026]]","[[3 2 1 3 2]
 [3 1 3 2 2]
 [2 3 3 2 1]
 [3 1 2 1 3]
 [1 1 3 1 2]]",[0.12343742 0.09920505 0.25311198 0.13294282 0.39130273],0.11423611640930176,0.03091426479024032,0.06666666666666667,0.0947294318137676
random,7,50,5,5,3,-221.52932261390558,"[[0.95610425 0.52400549 0.74211248 0.59122085 0.37585734]
 [0.95610425 0.6351166  0.48010974 0.37585734 0.9122085 ]
 [0.33470508 0.74211248 0.69821674 0.95610425 0.0877915 ]
 [0.10973937 0.25788752 0.95610425 0.25788752 0.84636488]
 [0.29080933 0.95610425 0.40877915 0.59122085 0.89026063]]","[[1 3 3 1 2]
 [3 1 3 1 2]
 [3 1 3 1 1]
 [2 1 3 3 1]
 [2 2 1 1 2]]",[0.1586014  0.13504269 0.35643905 0.1930519  0.15686496],0.1239621639251709,0.03175331528423707,0.13333333333333333,0.14194039869478528
random,8,50,5,5,3,-235.3969140838525,"[[0.25788752 0.95610425 0.33470508 0.56927298 0.59122085]
 [0.95610425 0.25788752 0.15363512 0.10973937 0.62414266]
 [0.95610425 0.66803841 0.95610425 0.95610425 0.95610425]
 [0.2085048  0.18655693 0.81344307 0.95610425 0.43072702]
 [0.51989026 0.37585734 0.95610425 0.95610425 0.48010974]]","[[1 2 2 2 3]
 [1 3 2 3 2]
 [1 2 1 1 1]
 [2 2 2 3 3]
 [3 3 2 1 1]]",[0.23262586 0.2787257  0.07864125 0.22999751 0.18000968],0.9774730205535889,0.05346325033873082,0.2,0.15830761474034896
random,9,50,5,5,3,-234.8036986482336,"[[0.9122085  0.95610425 0.40877915 0.95610425 0.76406036]
 [0.95610425 0.74211248 0.48010974 0.69821674 0.0877915 ]
 [0.51989026 0.89026063 0.14266118 0.66803841 0.3648834 ]
 [0.95610425 0.40877915 0.59122085 0.95610425 0.95610425]
 [0.51989026 0.66803841 0.37585734 0.76406036 0.15363512]]","[[3 1 3 2 3]
 [1 3 1 1 3]
 [1 1 3 2 3]
 [3 3 1 1 1]
 [1 3 2 3 1]]",[0.06227819 0.19598772 0.19387048 0.05751268 0.49035092],0.18100500106811523,0.03505089499043148,0.2,0.10340285880230855
kmeans,0,50,5,5,3,-236.7700245199747,"[[0.40877915 0.15363512 0.40877915 0.9122085  0.95610425]
 [0.45816187 0.51989026 0.18655693 0.95610425 0.33196159]
 [0.76406036 0.95610425 0.95610425 0.33196159 0.95610425]
 [0.59122085 0.40877915 0.37585734 0.33470508 0.9122085 ]
 [0.3648834  0.59122085 0.7914952  0.9122085  0.74211248]]","[[3 1 3 2 1]
 [1 3 2 3 3]
 [1 3 1 3 3]
 [1 2 1 2 2]
 [3 1 3 1 1]]",[0.13780178 0.36927502 0.11516786 0.23259278 0.14516256],0.2813558578491211,0.11421400894227837,0.4666666666666667,0.15923449224153646
kmeans,1,50,5,5,3,-209.8812420440267,"[[0.95610425 0.95610425 0.30178326 0.0877915  0.95610425]
 [0.95610425 0.29080933 0.9122085  0.56927298 0.76406036]
 [0.81344307 0.59122085 0.25788752 0.95610425 0.66803841]
 [0.66803841 0.3648834  0.69821674 0.59122085 0.62414266]
 [0.95610425 0.56927298 0.14266118 0.76406036 0.95610425]]","[[1 3 1 2 1]
 [1 3 3 2 1]
 [2 1 2 2 2]
 [3 2 2 3 1]
 [1 1 1 1 2]]",[0.11826266 0.07760903 0.53135785 0.10649741 0.16627305],0.18361186981201172,0.15687158400810258,0.4,0.1948584514016428
kmeans,2,50,5,5,3,-243.92192933824637,"[[0.95610425 0.9122085  0.66529492 0.95610425 0.76406036]
 [0.33470508 0.37585734 0.62414266 0.45816187 0.40877915]
 [0.3648834  0.54183813 0.95610425 0.51989026 0.23593964]
 [0.10973937 0.3648834  0.59122085 0.95610425 0.3648834 ]
 [0.62414266 0.2085048  0.37585734 0.25788752 0.69821674]]","[[1 3 3 3 2]
 [2 1 1 2 3]
 [3 2 2 1 3]
 [2 1 2 2 1]
 [1 1 2 2 3]]",[0.07778421 0.24200335 0.21300885 0.159389   0.3078146 ],0.13025999069213867,0.08862812760744967,0.4,0.1388955463119461
kmeans,3,50,5,5,3,-229.1579572621048,"[[0.95610425 0.95610425 0.59122085 0.95610425 0.69821674]
 [0.74211248 0.95610425 0.95610425 0.95610425 0.74211248]
 [0.40877915 0.0877915  0.62414266 0.23593964 0.59122085]
 [0.9122085  0.95610425 0.59122085 0.9122085  0.43072702]
 [0.48010974 0.95610425 0.10973937 0.15363512 0.59122085]]","[[2 2 3 2 1]
 [1 2 2 3 1]
 [2 3 2 3 1]
 [1 1 2 3 1]
 [1 2 2 1 2]]",[0.10222101 0.0818694  0.34707506 0.14527686 0.32355768],0.2967219352722168,0.11474626216485646,0.2,0.13333831117686407
kmeans,4,50,5,5,3,-218.55301771327248,"[[0.40877915 0.95610425 0.0877915  0.95610425 0.89026063]
 [0.95610425 0.95610425 0.95610425 0.25788752 0.81344307]
 [0.95610425 0.95610425 0.95610425 0.95610425 0.84636488]
 [0.2085048  0.25788752 0.45816187 0.76406036 0.33470508]
 [0.70919067 0.74211248 0.85733882 0.14266118 0.43072702]]","[[1 3 3 2 1]
 [3 1 3 3 3]
 [1 1 2 2 1]
 [2 1 1 2 2]
 [1 3 2 1 2]]",[0.15004362 0.13909724 0.10952286 0.24993807 0.3513982 ],0.35417914390563965,0.11164620467855765,0.4,0.12638494326199756
kmeans,5,50,5,5,3,-207.06739601558638,"[[0.95610425 0.95610425 0.95610425 0.95610425 0.33196159]
 [0.95610425 0.76406036 0.59122085 0.95610425 0.9122085 ]
 [0.7914952  0.37585734 0.66803841 0.29080933 0.40877915]
 [0.85733882 0.95610425 0.95610425 0.81344307 0.95610425]
 [0.95610425 0.62414266 0.33196159 0.30178326 0.76406036]]","[[1 3 3 2 3]
 [1 1 1 3 1]
 [3 2 1 3 2]
 [2 1 1 3 1]
 [1 1 2 2 3]]",[0.03765108 0.22438091 0.38065645 0.15247094 0.20484062],0.07655906677246094,0.11323498475787215,0.26666666666666666,0.11688892867398669
kmeans,6,50,5,5,3,-230.10651575208325,"[[0.95610425 0.48010974 0.95610425 0.95610425 0.95610425]
 [0.15363512 0.85733882 0.3648834  0.56927298 0.56927298]
 [0.74211248 0.14266118 0.40877915 0.25788752 0.95610425]
 [0.85733882 0.15363512 0.10973937 0.62414266 0.69821674]
 [0.66529492 0.95610425 0.76406036 0.33196159 0.66803841]]","[[1 1 3 1 2]
 [1 1 2 1 3]
 [2 2 3 2 1]
 [3 2 1 3 2]
 [1 1 3 3 2]]",[0.09387356 0.17946779 0.24047993 0.19867052 0.28750821],0.09735822677612305,0.03451346022044464,0.4,0.08385982148207134
kmeans,7,50,5,5,3,-220.8324030760507,"[[0.59122085 0.81344307 0.59122085 0.85733882 0.23593964]
 [0.23593964 0.56927298 0.76406036 0.95610425 0.70919067]
 [0.30178326 0.70919067 0.89026063 0.56927298 0.43072702]
 [0.95610425 0.43072702 0.66803841 0.66529492 0.30178326]
 [0.29080933 0.95610425 0.37585734 0.62414266 0.9122085 ]]","[[3 1 3 1 2]
 [1 3 3 3 1]
 [3 1 3 1 1]
 [1 3 3 1 2]
 [2 2 1 1 2]]",[0.27838398 0.09997407 0.29065637 0.17274112 0.15824445],0.09308695793151855,0.07023514821958023,0.3333333333333333,0.16606876006004026
kmeans,8,50,5,5,3,-234.89852785525935,"[[0.37585734 0.81344307 0.33470508 0.54183813 0.66803841]
 [0.25788752 0.23593964 0.9122085  0.95610425 0.48010974]
 [0.95610425 0.66803841 0.95610425 0.95610425 0.95610425]
 [0.51989026 0.33470508 0.95610425 0.95610425 0.52400549]
 [0.81344307 0.33196159 0.10973937 0.18655693 0.76406036]]","[[1 2 2 2 3]
 [2 2 2 3 3]
 [1 2 1 1 1]
 [3 3 2 1 1]
 [1 3 2 3 2]]",[0.2628428  0.20891348 0.07997156 0.17856335 0.26970881],0.10604023933410645,0.04550848632719648,0.3333333333333333,0.17897519590175728
kmeans,9,50,5,5,3,-231.33349568713462,"[[0.54183813 0.6351166  0.66803841 0.95610425 0.33470508]
 [0.37585734 0.95610425 0.37585734 0.59122085 0.25788752]
 [0.95610425 0.51989026 0.48010974 0.52400549 0.0877915 ]
 [0.95610425 0.95610425 0.59122085 0.95610425 0.9122085 ]
 [0.9122085  0.95610425 0.25788752 0.85733882 0.30178326]]","[[1 3 1 1 1]
 [3 1 3 2 3]
 [1 3 2 3 3]
 [1 1 1 2 3]
 [2 3 3 3 1]]",[0.18863297 0.18690925 0.41101534 0.05223688 0.16120555],0.255903959274292,0.10450914580288104,0.4666666666666667,0.14024243214243592
